distance,elevation
0.0,104.18609518789728
18.110159913394924,101.21923925144782
36.22031982678985,104.44145134759405
54.33047974018477,113.33131899366552
72.4406396535797,118.8628019284938
90.55079956697462,110.50933287638107
108.66095948036954,115.49169591810933
126.77111939376447,111.13345717345243
144.8812793071594,113.69746178261063
162.9914392205543,113.22623339899205
181.10159913394924,122.81934114772967
199.21175904734417,128.19890539194623
217.32191896073908,113.52023264332387
235.432078874134,126.08896638279714
253.54223878752893,128.46306145865432
271.65239870092387,132.08337394394871
289.7625586143188,126.23483191310318
307.8727185277137,129.59216048916596
325.9828784411086,124.96073465549684
344.09303835450356,137.35871109827315
362.2031982678985,125.63883525631282
380.3133581812934,134.38572216264316
398.42351809468835,139.0760678059795
416.53367800808326,131.67217242092178
434.64383792147817,139.20598209972385
452.7539978348731,136.96721194319383
470.864157748268,138.98196397307555
488.97431766166295,132.3913352563954
507.08447757505786,135.63995588391657
525.1946374884528,144.60708798755357
543.3047974018477,150.42906066101884
561.4149573152426,146.3916070755449
579.5251172286376,143.6569546977715
597.6352771420325,154.76185110690193
615.7454370554274,152.7857449131369
633.8555969688223,141.17263232380998
651.9657568822172,144.461617552918
670.0759167956122,152.56626732667803
688.1860767090071,149.63457761162164
706.296236622402,139.82967549732388
724.406396535797,155.53705933783164
742.5165564491919,152.2103169006845
760.6267163625868,152.22459282075556
778.7368762759817,154.20250704680578
796.8470361893767,150.8882387289383
814.9571961027716,145.3324602957096
833.0673560161665,150.909868772811
851.1775159295614,144.1198662195154
869.2876758429563,153.0655998581753
887.3978357563512,147.02061974993785
905.5079956697462,143.54357466394038
923.6181555831411,139.05698160587335
941.728315496536,151.89657752568877
959.838475409931,144.61415599632983
977.9486353233259,150.06976221024783
996.0587952367208,149.18370579219047
1014.1689551501157,149.01112379724918
1032.2791150635107,136.65228760769307
1050.3892749769057,141.67658951318964
1068.4994348903006,147.03552902388495
1086.6095948036955,147.52287975661233
1104.7197547170904,132.437389538721
1122.8299146304853,141.04943258096537
1140.9400745438802,144.24517050401099
1159.050234457275,135.1947553344941
1177.16039437067,142.10140080993318
1195.270554284065,132.57102122031407
1213.3807141974598,131.26104988272002
1231.4908741108547,130.32643294522543
1249.6010340242497,131.14839522942532
1267.7111939376446,125.50400165071767
1285.8213538510395,129.81054635636548
1303.9315137644344,125.96395740066865
1322.0416736778295,128.62199618692534
1340.1518335912244,119.35276199374005
1358.2619935046193,120.74677763060325
1376.3721534180142,119.23678240130305
1394.4823133314092,109.93306273038698
1412.592473244804,114.0252008568428
1430.702633158199,114.01869305905713
1448.812793071594,114.25482847095242
1466.9229529849888,111.48059527862539
1485.0331128983837,105.93757980461842
1503.1432728117786,110.59718481045624
1521.2534327251735,100.48967718793132
1539.3635926385684,100.2058723680237
1557.4737525519633,97.98937734330401
1575.5839124653583,102.91660721688045
1593.6940723787534,88.04108336131765
1611.8042322921483,99.61434536330991
1629.9143922055432,92.57077519492509
1648.0245521189381,95.14752080181682
1666.134712032333,89.28239755698704
1684.244871945728,92.76170520573103
1702.3550318591228,88.55973512629488
1720.4651917725178,83.41961855710484
1738.5753516859127,88.88523168800252
1756.6855115993076,82.71494466644815
1774.7956715127025,85.52582425244432
1792.9058314260974,70.51885962370174
